# Threat Intelligence Export Feed
# Dataset Version: 1.0
# Generated: 2025-03-10
#
# Column Definitions:
# record_id           -> Unique record identifier for the threat event
# src_ip              -> Source IP address involved in the activity
# dst_ip              -> Destination IP observed in telemetry
# indicator_value     -> Main indicator (hash/domain/url/ip)
# indicator_type      -> Type of IOC (md5, sha256, domain, url, ip)
# first_seen_epoch    -> First observed timestamp in epoch format
# last_seen_epoch     -> Last observed timestamp in epoch format (may be empty if still active)
# severity_score      -> Threat severity score (0-100)
# confidence_score    -> Confidence in detection (0-100)
# campaign            -> Associated malware campaign or threat actor
# context_details     -> Complex structured metadata (JSON-like string with host/user/process info)
# tags                -> Pipe-separated classification tags
# analyst_note        -> Analyst investigation note
# reviewed            -> Whether the IOC has been reviewed (true/false)
record_id,src_ip,dst_ip,indicator_value,indicator_type,first_seen_epoch,last_seen_epoch,severity_score,confidence_score,campaign,context_details,tags,analyst_note,reviewed
R01393,87.151.112.133,10.0.11.155,http://data-node.ru/stage.bin,url,1705170664,1706724798,72,84,APT29,"{host:FIN-SRV02,user:guest,process:chrome.exe,geo:NL,asn:AS53095}",lateral|loader|phishing|ransomware,Suspicious download observed,false
R01394,56.89.85.184,10.0.18.24,19f1ba685e687e5dff0e294158876aab,md5,1705304341,,98,52,TrickBot,"{host:FIN-SRV01,user:svc_backup,process:chrome.exe,geo:RU,asn:AS22833}",lateral|ransomware|malware|download,Confirmed malicious beacon,true
R01395,242.8.98.73,10.0.3.132,auth-panel.cn,domain,1704958065,,58,88,QakBot,"{host:HR-PC17,user:guest,process:wscript.exe,geo:NL,asn:AS21351}",email|scanner,Automated detection alert,false
R01396,41.179.10.40,10.0.3.108,http://auth-panel.cn/stage.bin,url,1705090934,1705882693,44,98,QakBot,"{host:FIN-SRV02,user:analyst,process:powershell.exe,geo:IR,asn:AS11226}",download|scanner|phishing,Confirmed malicious beacon,true
R01397,107.46.38.94,10.0.4.252,http://cdn-stage.cn/panel.bin,url,1705840596,1707783239,97,42,LockBit,"{host:EDGE-GW01,user:admin,process:chrome.exe,geo:NL,asn:AS22613}",malware|scanner|recon|ransomware,Requires further investigation,true
R01398,167.160.114.131,10.0.9.116,ee97b00ce4026a3bb1a3099c520b2753,md5,1704202619,1704893276,91,68,Unknown,"{host:OPS-SRV03,user:bpatel,process:rundll32.exe,geo:RU,asn:AS64931}",apt|ransomware|email,Confirmed malicious beacon,true
R01399,191.78.209.233,10.0.10.106,157.16.206.236,ip,1704775084,1705868641,83,75,BlackCat,"{host:DEV-LT07,user:mwong,process:cmd.exe,geo:IR,asn:AS13493}",beacon|infostealer,Confirmed malicious beacon,true
R01400,151.235.207.238,10.0.6.22,auth-panel.top,domain,1705190100,1706023808,45,43,CobaltStrike,"{host:OPS-SRV03,user:svc_backup,process:wscript.exe,geo:KP,asn:AS50152}",malware|lateral|email,Confirmed malicious beacon,false
R01401,134.163.28.168,10.0.15.146,data-node.cn,domain,1704425713,1705741034,60,49,APT29,"{host:FIN-SRV01,user:bpatel,process:outlook.exe,geo:DE,asn:AS26625}",dropper|apt,Possible lateral movement,true
R01402,108.198.237.164,10.0.8.187,auth-panel.cn,domain,1704795208,1705181455,43,51,QakBot,"{host:FIN-SRV02,user:admin,process:rundll32.exe,geo:RU,asn:AS4187}",lateral|scanner|dropper|recon,Confirmed malicious beacon,false
R01403,138.243.80.105,10.0.6.109,3c72e5dacf3137387f0d997412aa78f6ad838a974331625cd0fdf626cf58fa25,sha256,1704743725,1705591964,64,91,TrickBot,"{host:OPS-SRV03,user:mwong,process:wscript.exe,geo:DE,asn:AS50093}",download|ransomware|email|dropper,Possible lateral movement,false
R01404,225.203.111.225,10.0.18.174,51652daabc700fafd76dbc9f1702fdbb,md5,1704622287,1706311714,55,49,Unknown,"{host:FIN-SRV02,user:jdoe,process:cmd.exe,geo:KP,asn:AS52714}",loader|infostealer|dropper|apt,Confirmed malicious beacon,false
R01405,170.96.198.248,10.0.5.209,65.206.56.194,ip,1704618836,1705301623,54,74,CobaltStrike,"{host:FIN-SRV02,user:guest,process:powershell.exe,geo:DE,asn:AS7151}",phishing|loader,Automated detection alert,true
R01406,34.207.233.173,10.0.1.188,08f582d74c714c6379f3b998c3f2323e,md5,1704847174,1706323121,98,94,RedLine,"{host:FIN-SRV01,user:svc_backup,process:wscript.exe,geo:IR,asn:AS62853}",ransomware|dropper,Suspicious download observed,false
R01407,200.194.176.163,10.0.20.42,http://update-check.net/update.bin,url,1704290813,1704488332,97,41,TrickBot,"{host:SALES-PC09,user:asmith,process:rundll32.exe,geo:KP,asn:AS46198}",malware|dropper|scanner,Automated detection alert,true
R01408,251.89.235.15,10.0.0.168,243.236.96.136,ip,1705174775,1705530616,100,82,Emotet,"{host:DEV-LT07,user:asmith,process:cmd.exe,geo:RU,asn:AS61726}",lateral|phishing,Requires further investigation,false
R01409,34.59.23.73,10.0.15.104,235.213.251.52,ip,1705256147,1707136373,99,61,CobaltStrike,"{host:OPS-SRV03,user:guest,process:powershell.exe,geo:CN,asn:AS55510}",apt|lateral,Automated detection alert,false
R01410,245.10.73.190,10.0.16.79,70321c1d4a23a62827252fb4ba8c175867f6f89f28b791dbdc7746526d88def4,sha256,1705632423,1706093802,87,82,Emotet,"{host:FIN-SRV01,user:analyst,process:chrome.exe,geo:KP,asn:AS14191}",infostealer|beacon|dropper|recon,Confirmed malicious beacon,true
R01411,152.178.84.50,10.0.6.8,4c56476b9eb62be66062bdb1295c5c2b,md5,1704796806,1705735380,58,99,QakBot,"{host:FIN-SRV01,user:mwong,process:wscript.exe,geo:DE,asn:AS10228}",recon|email|apt|scanner,Suspicious download observed,true
R01412,41.129.96.253,10.0.3.8,00ac5391584e90e996be47cf372ee826,md5,1705670504,1707650761,40,62,BlackCat,"{host:SALES-PC09,user:admin,process:cmd.exe,geo:NL,asn:AS53866}",apt|phishing|recon|c2,Automated detection alert,true
R01413,46.16.228.147,10.0.3.69,http://update-check.cn/payload.bin,url,1704888184,,49,80,QakBot,"{host:EDGE-GW01,user:analyst,process:outlook.exe,geo:RU,asn:AS62498}",malware|loader|dropper,Suspicious download observed,true
R01414,162.155.64.96,10.0.1.105,98c5eb0eff9de7195e2e3f17371675b84d04e70ff91f7503b171e4354f885565,sha256,1705005468,,99,88,RedLine,"{host:FIN-SRV01,user:bpatel,process:chrome.exe,geo:RU,asn:AS64034}",apt|dropper|recon|beacon,Possible lateral movement,false
R01415,112.76.177.174,10.0.20.98,4da16b7b5316ea00642061a9e39bb5ef6de8bd879b46baed53dad4629973969e,sha256,1705653450,1706005047,58,46,Emotet,"{host:FIN-SRV01,user:guest,process:outlook.exe,geo:DE,asn:AS15177}",loader|malware|apt|email,Suspicious download observed,false
R01416,30.159.146.237,10.0.3.37,backup-sync.net,domain,1705321980,1705459517,61,90,LockBit,"{host:FIN-SRV01,user:asmith,process:cmd.exe,geo:RU,asn:AS63213}",malware|recon|infostealer|ransomware,Confirmed malicious beacon,true
R01417,206.91.208.178,10.0.13.88,update-check.top,domain,1705207724,,81,45,APT29,"{host:HR-PC17,user:guest,process:chrome.exe,geo:NL,asn:AS48548}",c2|phishing|ransomware|recon,Possible lateral movement,true
R01418,69.83.9.196,10.0.1.156,5f7e390742301061764995aba886995036ff70f1061b2a6e51dfa057beb17057,sha256,1705205663,1706065141,49,49,Unknown,"{host:FIN-SRV01,user:guest,process:powershell.exe,geo:IR,asn:AS22596}",lateral|infostealer|ransomware|loader,Requires further investigation,false
R01419,209.199.73.95,10.0.10.187,http://secure-login.net/payload.bin,url,1705661058,1707311816,85,46,APT29,"{host:OPS-SRV03,user:admin,process:chrome.exe,geo:RU,asn:AS64636}",lateral|phishing|beacon|ransomware,Suspicious download observed,true
R01420,140.101.45.139,10.0.10.123,12c7778ce5d2d9bba2269659b355194c66e764d5db48130d71990c2926dbdd63,sha256,1705164399,1706286983,40,63,RedLine,"{host:FIN-SRV01,user:bpatel,process:rundll32.exe,geo:RU,asn:AS46997}",apt|loader|phishing,Suspicious download observed,false
R01421,144.44.144.224,10.0.1.97,9ae42e5bd00cad9cf15c6e48551e412ce004b2e4359c8e63badf93050952ab42,sha256,1704485393,1705935625,85,74,Unknown,"{host:HR-PC17,user:admin,process:wscript.exe,geo:NL,asn:AS42753}",download|scanner|malware|c2,Possible lateral movement,true
R01422,211.36.15.197,10.0.17.231,c55c52bee1c216bc05c172463090521303b1c43e8fc94bb3464ea58ac85685ec,sha256,1705945912,1706125972,49,57,LockBit,"{host:SALES-PC09,user:analyst,process:powershell.exe,geo:KP,asn:AS60416}",beacon|loader,Requires further investigation,false
R01423,19.185.37.203,10.0.14.208,24.192.64.48,ip,1705652610,,94,44,Mirai,"{host:HR-PC17,user:admin,process:chrome.exe,geo:NL,asn:AS54171}",loader|download,Confirmed malicious beacon,true
R01424,135.210.166.22,10.0.3.65,backup-sync.xyz,domain,1705395465,1705950180,100,72,QakBot,"{host:EDGE-GW01,user:svc_backup,process:rundll32.exe,geo:DE,asn:AS62407}",ransomware|beacon,Suspicious download observed,true
R01425,248.105.13.71,10.0.19.234,http://update-check.cn/update.bin,url,1705396206,1707385480,82,40,CobaltStrike,"{host:OPS-SRV03,user:asmith,process:cmd.exe,geo:NL,asn:AS13029}",lateral|ransomware|phishing|dropper,Possible lateral movement,true
R01426,141.178.151.238,10.0.13.31,http://secure-login.org/update.bin,url,1705197465,1706578342,41,86,TrickBot,"{host:ENG-LT02,user:mwong,process:wscript.exe,geo:NL,asn:AS18595}",malware|email,Requires further investigation,false
R01427,23.221.102.222,10.0.9.100,http://backup-sync.top/drop.bin,url,1705420681,1706282779,84,70,LockBit,"{host:OPS-SRV03,user:bpatel,process:cmd.exe,geo:NL,asn:AS16938}",scanner|phishing,Possible lateral movement,false
R01428,118.233.44.148,10.0.4.91,2707be73bbdd56f14a59246eedc0e88e347a3350578048408e06302216fcb4cf,sha256,1704959163,1705003441,58,66,LockBit,"{host:HR-PC17,user:jdoe,process:wscript.exe,geo:CN,asn:AS61222}",infostealer|dropper,Automated detection alert,false
R01429,208.6.40.108,10.0.14.91,199.31.134.44,ip,1704466710,1704499341,68,93,TrickBot,"{host:DEV-LT07,user:guest,process:powershell.exe,geo:NL,asn:AS19665}",malware|c2|download,Automated detection alert,true
R01430,174.187.38.132,10.0.1.251,e6b968c958249d12cb933c12649574ea9e7fb653b748dd71b857be33e047e5bc,sha256,1705015860,,87,92,Emotet,"{host:FIN-SRV01,user:asmith,process:wscript.exe,geo:CN,asn:AS60136}",c2|dropper|email,Automated detection alert,false
R01431,102.146.142.108,10.0.20.48,data-node.top,domain,1704398002,,97,59,APT29,"{host:EDGE-GW01,user:mwong,process:cmd.exe,geo:IR,asn:AS33435}",recon|apt,Automated detection alert,true
R01432,158.38.66.145,10.0.4.118,219.40.95.88,ip,1705946663,1706884155,100,40,TrickBot,"{host:HR-PC17,user:admin,process:cmd.exe,geo:IR,asn:AS39409}",dropper|c2|email|beacon,Automated detection alert,false
R01433,99.53.33.218,10.0.3.147,f67a43470cc63ece1801927f1591e3f1da156699de8d1199749c99739e601c91,sha256,1704243603,1704721555,65,64,TrickBot,"{host:FIN-SRV01,user:mwong,process:cmd.exe,geo:DE,asn:AS47305}",loader|dropper|scanner,Confirmed malicious beacon,false
R01434,4.110.163.216,10.0.7.185,a4c69a3f92b8a88d2d35692378b6e8f1,md5,1705880466,1706082968,98,53,Emotet,"{host:SALES-PC09,user:admin,process:powershell.exe,geo:NL,asn:AS5416}",ransomware|apt|download,Requires further investigation,false
R01435,99.61.164.101,10.0.18.195,http://backup-sync.cn/stage.bin,url,1705326689,1706633285,49,82,Unknown,"{host:FIN-SRV01,user:analyst,process:powershell.exe,geo:IR,asn:AS64084}",email|phishing,Confirmed malicious beacon,true
R01436,39.68.45.90,10.0.17.60,66.95.110.14,ip,1704694014,1705861465,58,84,Unknown,"{host:ENG-LT02,user:svc_backup,process:cmd.exe,geo:NL,asn:AS60658}",c2|scanner,Confirmed malicious beacon,true
R01437,235.207.126.163,10.0.6.50,backup-sync.ru,domain,1705529928,1705703502,67,98,BlackCat,"{host:FIN-SRV02,user:jdoe,process:chrome.exe,geo:CN,asn:AS29779}",ransomware|dropper|scanner|infostealer,Possible lateral movement,false
R01438,138.151.59.179,10.0.11.163,http://data-node.net/update.bin,url,1705916009,1706887267,97,56,BlackCat,"{host:ENG-LT02,user:jdoe,process:outlook.exe,geo:KP,asn:AS8201}",c2|infostealer|dropper|beacon,Requires further investigation,true
R01439,72.88.93.226,10.0.16.209,secure-login.ru,domain,1705597677,1705784550,50,71,TrickBot,"{host:EDGE-GW01,user:svc_backup,process:wscript.exe,geo:KP,asn:AS28590}",lateral|malware|loader,Requires further investigation,false
R01440,88.124.156.50,10.0.20.211,http://backup-sync.xyz/drop.bin,url,1705407422,1707060276,64,60,APT29,"{host:FIN-SRV02,user:analyst,process:outlook.exe,geo:RU,asn:AS7342}",lateral|loader|dropper|apt,Automated detection alert,false
R01441,139.12.156.127,10.0.4.201,78.75.76.187,ip,1705800125,1706561482,62,93,QakBot,"{host:FIN-SRV02,user:svc_backup,process:outlook.exe,geo:RU,asn:AS53138}",infostealer|dropper|phishing|email,Suspicious download observed,false
R01442,225.29.87.90,10.0.7.167,ea1c4537cf2366f8781a367201f31441,md5,1705253954,1705567858,72,48,CobaltStrike,"{host:FIN-SRV02,user:analyst,process:powershell.exe,geo:DE,asn:AS38042}",lateral|apt|loader,Requires further investigation,true
R01443,140.180.171.179,10.0.16.186,5d5fe9cef6a018cf356cc10bd45dd3f99cf5ba6df320ab6d96e3271137ba0bb9,sha256,1705934309,1706615437,85,92,RedLine,"{host:ENG-LT02,user:svc_backup,process:wscript.exe,geo:RU,asn:AS22405}",beacon|phishing|apt|email,Possible lateral movement,false
R01444,163.69.113.119,10.0.4.55,cdn-stage.ru,domain,1705222591,,96,85,Mirai,"{host:ENG-LT02,user:svc_backup,process:powershell.exe,geo:RU,asn:AS16943}",lateral|email,Possible lateral movement,true
R01445,242.101.26.117,10.0.15.244,http://auth-panel.ru/panel.bin,url,1704069322,1705904671,51,46,QakBot,"{host:OPS-SRV03,user:guest,process:rundll32.exe,geo:CN,asn:AS41356}",beacon|malware|infostealer,Automated detection alert,false
R01446,171.116.70.232,10.0.1.63,fdad2bb3210c7bd390bf962bd6a0f0b7,md5,1705016456,1705248876,100,47,RedLine,"{host:FIN-SRV02,user:svc_backup,process:outlook.exe,geo:IR,asn:AS5194}",recon|c2|infostealer|scanner,Suspicious download observed,true
R01447,172.120.215.211,10.0.9.205,http://data-node.ru/drop.bin,url,1704958831,1705591521,60,50,Unknown,"{host:HR-PC17,user:bpatel,process:outlook.exe,geo:DE,asn:AS49065}",ransomware|beacon,Confirmed malicious beacon,false
R01448,216.187.180.196,10.0.3.50,8b0741da78763b14a778baca6471c35b0e59b770f396ce000c49cccc158d0d67,sha256,1704616338,1705590284,77,47,Emotet,"{host:SALES-PC09,user:mwong,process:chrome.exe,geo:KP,asn:AS15973}",loader|scanner|ransomware|c2,Suspicious download observed,false
R01449,243.61.136.227,10.0.15.179,75.24.126.58,ip,1704171377,,85,65,Unknown,"{host:SALES-PC09,user:asmith,process:outlook.exe,geo:IR,asn:AS43151}",recon|dropper|ransomware,Suspicious download observed,true
R01450,225.195.53.236,10.0.2.105,data-node.top,domain,1704909376,1706430376,91,43,Emotet,"{host:SALES-PC09,user:asmith,process:cmd.exe,geo:RU,asn:AS26446}",apt|recon|ransomware|malware,Requires further investigation,true
R01451,99.47.106.51,10.0.5.63,92.217.60.71,ip,1705617047,1705911263,99,63,LockBit,"{host:DEV-LT07,user:svc_backup,process:rundll32.exe,geo:RU,asn:AS49141}",recon|dropper,Automated detection alert,true
R01452,195.59.72.210,10.0.7.161,82029f8df69cf2616d52ef99db346cb90d7bf291d40825d757295047a661ddc1,sha256,1705947272,1707590540,93,41,Unknown,"{host:DEV-LT07,user:bpatel,process:cmd.exe,geo:CN,asn:AS64636}",lateral|phishing,Automated detection alert,true
R01453,146.209.24.194,10.0.19.235,12.169.113.231,ip,1704818026,,93,100,LockBit,"{host:HR-PC17,user:svc_backup,process:chrome.exe,geo:RU,asn:AS23309}",beacon|phishing,Requires further investigation,true
R01454,158.214.87.115,10.0.10.219,390eb5037ffc231d316b3881bc01ee5c01aaa2eee4add966369b7679549aecd1,sha256,1705213563,1705290185,93,82,Emotet,"{host:OPS-SRV03,user:svc_backup,process:rundll32.exe,geo:NL,asn:AS25250}",scanner|apt|c2,Automated detection alert,false
R01455,66.222.152.196,10.0.2.12,53.119.134.197,ip,1704118533,1704302218,86,62,Emotet,"{host:EDGE-GW01,user:asmith,process:chrome.exe,geo:KP,asn:AS5896}",malware|download|beacon|apt,Confirmed malicious beacon,false
R01456,233.158.73.36,10.0.1.219,9273c0ad1c9f063cf921052f80d072d0216d552dac53ab03b4f488af61f70314,sha256,1705196608,1706045898,84,74,Emotet,"{host:EDGE-GW01,user:analyst,process:wscript.exe,geo:KP,asn:AS52912}",email|c2|infostealer,Suspicious download observed,true
R01457,59.1.156.159,10.0.19.71,f262d08f2b53c02d215a18a5029db3df89f7c3dfc981502dd528cd1565836817,sha256,1705843312,1707209802,70,86,QakBot,"{host:EDGE-GW01,user:mwong,process:outlook.exe,geo:NL,asn:AS22684}",apt|phishing|malware,Suspicious download observed,false
R01458,117.26.164.67,10.0.15.140,http://backup-sync.net/drop.bin,url,1705512545,,68,40,TrickBot,"{host:FIN-SRV02,user:admin,process:chrome.exe,geo:NL,asn:AS20700}",c2|dropper|lateral|download,Automated detection alert,true
R01459,92.32.254.251,10.0.1.73,update-check.ru,domain,1704900240,,87,65,APT29,"{host:SALES-PC09,user:jdoe,process:outlook.exe,geo:DE,asn:AS4544}",phishing|infostealer|dropper|recon,Requires further investigation,true
R01460,16.119.80.189,10.0.15.46,http://data-node.net/payload.bin,url,1705000970,,98,74,Mirai,"{host:DEV-LT07,user:admin,process:rundll32.exe,geo:RU,asn:AS62897}",lateral|recon|c2,Confirmed malicious beacon,true
R01461,198.189.104.22,10.0.13.75,1db27049cfbd866a3a743981c618c4a735bcb5c756428e4244bcdc59421caa92,sha256,1705559984,,74,76,Unknown,"{host:SALES-PC09,user:analyst,process:outlook.exe,geo:IR,asn:AS28651}",c2|phishing|scanner,Confirmed malicious beacon,false
R01462,249.88.179.103,10.0.1.58,http://backup-sync.org/panel.bin,url,1705632515,1707437856,71,51,BlackCat,"{host:EDGE-GW01,user:guest,process:chrome.exe,geo:CN,asn:AS9580}",scanner|recon|loader,Suspicious download observed,false
R01463,153.8.9.111,10.0.4.13,http://cdn-stage.ru/panel.bin,url,1704857031,1705181370,70,82,Unknown,"{host:ENG-LT02,user:mwong,process:powershell.exe,geo:IR,asn:AS64788}",beacon|loader|phishing,Requires further investigation,false
R01464,140.203.102.58,10.0.2.149,24adba149902ed13e13421304c70572d066f8f82af9a993ac10d78fdb9d8e4d6,sha256,1704467609,1706002372,43,73,Emotet,"{host:HR-PC17,user:svc_backup,process:cmd.exe,geo:IR,asn:AS53086}",lateral|loader|download,Suspicious download observed,false
R01465,136.227.242.226,10.0.10.13,85a998877ecd0a7687ac3285f71a6ffa54297f64bf6a9e4f7310cb4bb8225162,sha256,1705436582,,99,75,TrickBot,"{host:HR-PC17,user:jdoe,process:powershell.exe,geo:RU,asn:AS52292}",recon|lateral,Possible lateral movement,false
R01466,112.157.110.35,10.0.12.22,http://update-check.top/stage.bin,url,1705720119,1706789197,71,76,Unknown,"{host:FIN-SRV02,user:guest,process:powershell.exe,geo:KP,asn:AS62001}",download|lateral|ransomware|phishing,Possible lateral movement,true
R01467,105.54.97.54,10.0.1.243,b5cfb00aca68362f2271450fddfbc8798bbb14fb066c38cfd08b4be44c8733d4,sha256,1705784152,,87,90,BlackCat,"{host:OPS-SRV03,user:bpatel,process:outlook.exe,geo:IR,asn:AS5791}",c2|dropper,Automated detection alert,true
R01468,229.97.147.108,10.0.14.210,http://update-check.net/update.bin,url,1704939227,,64,91,APT29,"{host:ENG-LT02,user:svc_backup,process:cmd.exe,geo:KP,asn:AS49861}",malware|loader|beacon|email,Requires further investigation,true
R01469,150.222.169.205,10.0.8.201,cdn-stage.net,domain,1704407918,,83,88,Unknown,"{host:EDGE-GW01,user:svc_backup,process:rundll32.exe,geo:CN,asn:AS17577}",phishing|dropper|beacon,Automated detection alert,false
R01470,79.104.134.11,10.0.13.199,backup-sync.net,domain,1705449724,1706038632,56,97,QakBot,"{host:HR-PC17,user:guest,process:powershell.exe,geo:KP,asn:AS60302}",email|download|dropper,Suspicious download observed,true
R01471,40.1.66.4,10.0.6.141,secure-login.xyz,domain,1704610839,1705705149,42,90,QakBot,"{host:SALES-PC09,user:asmith,process:powershell.exe,geo:RU,asn:AS33580}",beacon|email,Requires further investigation,true
R01472,181.179.166.71,10.0.8.6,178.68.10.253,ip,1704127755,1704722561,52,55,LockBit,"{host:FIN-SRV02,user:mwong,process:outlook.exe,geo:NL,asn:AS20562}",infostealer|apt|email|download,Suspicious download observed,true
R01473,202.196.118.238,10.0.5.93,219.200.62.207,ip,1705739752,,47,94,LockBit,"{host:ENG-LT02,user:guest,process:rundll32.exe,geo:CN,asn:AS55374}",beacon|phishing|email|loader,Requires further investigation,false
R01474,173.135.49.237,10.0.15.209,http://update-check.top/stage.bin,url,1706049569,1706369216,68,93,RedLine,"{host:SALES-PC09,user:jdoe,process:outlook.exe,geo:RU,asn:AS29710}",scanner|c2|email,Suspicious download observed,true
R01475,92.22.173.243,10.0.12.223,data-node.net,domain,1705123939,1706832943,59,72,LockBit,"{host:SALES-PC09,user:asmith,process:outlook.exe,geo:CN,asn:AS63823}",ransomware|loader|email|apt,Automated detection alert,false
R01476,80.20.46.129,10.0.3.16,http://update-check.cn/payload.bin,url,1705802235,1706564402,50,71,Emotet,"{host:FIN-SRV02,user:asmith,process:powershell.exe,geo:NL,asn:AS2106}",apt|infostealer|c2|scanner,Requires further investigation,true
R01477,244.78.204.216,10.0.14.217,http://update-check.ru/stage.bin,url,1705113319,1707034501,65,82,Unknown,"{host:ENG-LT02,user:analyst,process:wscript.exe,geo:NL,asn:AS44612}",dropper|malware,Possible lateral movement,true
R01478,244.117.108.81,10.0.3.50,c7b1b52cc1a7101fa129133e01d4be46af9773c1c8bd94491003a2eed80042bd,sha256,1704670040,,42,96,Unknown,"{host:FIN-SRV01,user:jdoe,process:chrome.exe,geo:IR,asn:AS52853}",loader|email|c2|infostealer,Possible lateral movement,true
R01479,71.169.133.157,10.0.10.185,234.156.225.99,ip,1706029812,1706775696,89,59,Emotet,"{host:HR-PC17,user:mwong,process:chrome.exe,geo:RU,asn:AS8528}",recon|lateral,Suspicious download observed,false
R01480,249.50.112.99,10.0.18.217,cdn-stage.ru,domain,1705822094,1707218328,63,50,Unknown,"{host:HR-PC17,user:admin,process:outlook.exe,geo:NL,asn:AS46886}",download|malware|loader|c2,Possible lateral movement,true
R01481,111.81.88.167,10.0.4.237,31.173.122.78,ip,1704406734,1705553379,82,93,TrickBot,"{host:SALES-PC09,user:guest,process:rundll32.exe,geo:IR,asn:AS9290}",email|recon|loader,Requires further investigation,false
R01482,204.90.185.211,10.0.18.89,018074f8a6e296005b1e0d391e510699,md5,1704480734,1704951386,87,50,RedLine,"{host:ENG-LT02,user:asmith,process:rundll32.exe,geo:DE,asn:AS14082}",recon|lateral|ransomware|phishing,Possible lateral movement,false
R01483,122.81.174.25,10.0.17.196,274d5b114ffdcb00408905408678d147,md5,1704292204,1706264611,96,50,APT29,"{host:OPS-SRV03,user:mwong,process:cmd.exe,geo:KP,asn:AS23923}",dropper|beacon,Suspicious download observed,true
R01484,152.114.3.203,10.0.4.238,0869fa0d79bc24ce164051f3bc750ce0f7185f2129cb4c1c89a50a449ece2d30,sha256,1704529484,1706189027,83,94,APT29,"{host:OPS-SRV03,user:asmith,process:outlook.exe,geo:IR,asn:AS18603}",beacon|apt|infostealer|lateral,Automated detection alert,true
R01485,241.182.148.34,10.0.8.81,cdn-stage.ru,domain,1704091811,1704784374,97,45,APT29,"{host:FIN-SRV02,user:analyst,process:cmd.exe,geo:KP,asn:AS30101}",scanner|ransomware|download|recon,Suspicious download observed,false
R01486,75.15.66.44,10.0.16.55,backup-sync.top,domain,1704334348,1705396663,100,87,BlackCat,"{host:DEV-LT07,user:asmith,process:wscript.exe,geo:IR,asn:AS11172}",download|loader|infostealer|beacon,Requires further investigation,true
R01487,254.254.217.110,10.0.9.12,b22aeac0f03cd0cce961398b45f81a07258d3182dc33370240c1ca1d48efd8a1,sha256,1705091143,1706411180,66,82,CobaltStrike,"{host:EDGE-GW01,user:guest,process:cmd.exe,geo:KP,asn:AS53439}",lateral|beacon,Possible lateral movement,false
R01488,253.167.53.83,10.0.1.220,37.73.201.251,ip,1704607669,,74,60,TrickBot,"{host:EDGE-GW01,user:asmith,process:chrome.exe,geo:DE,asn:AS8793}",loader|infostealer,Automated detection alert,false
R01489,236.71.150.6,10.0.7.13,update-check.top,domain,1706038822,1706973087,71,49,CobaltStrike,"{host:OPS-SRV03,user:analyst,process:powershell.exe,geo:CN,asn:AS16397}",phishing|ransomware|beacon,Possible lateral movement,true
R01490,210.168.51.251,10.0.12.108,http://cdn-stage.xyz/payload.bin,url,1705259872,1705676587,86,59,RedLine,"{host:DEV-LT07,user:bpatel,process:rundll32.exe,geo:NL,asn:AS39226}",infostealer|ransomware|apt|c2,Confirmed malicious beacon,false
R01491,34.236.130.146,10.0.18.52,ee8003aa413a158a9703776dad1682af2bd40405c63e5a1f7936ca2beb7411b7,sha256,1705668357,,51,84,APT29,"{host:SALES-PC09,user:admin,process:rundll32.exe,geo:CN,asn:AS3035}",scanner|apt|malware,Possible lateral movement,false
R01492,85.232.159.120,10.0.17.116,39c3453f19e205faa438439f8aa7f103772243c1753a0680aaa2018605c3c42d,sha256,1704666049,,75,81,Unknown,"{host:OPS-SRV03,user:guest,process:outlook.exe,geo:NL,asn:AS59084}",download|lateral|c2|apt,Confirmed malicious beacon,true
R01493,132.113.21.37,10.0.5.53,b35676c470a1c178429c82f1a848b36a,md5,1704440298,1704958552,89,83,APT29,"{host:DEV-LT07,user:admin,process:chrome.exe,geo:KP,asn:AS25516}",download|loader,Confirmed malicious beacon,true
R01494,64.52.96.61,10.0.20.129,227.242.172.80,ip,1705115695,1707104179,90,70,CobaltStrike,"{host:OPS-SRV03,user:bpatel,process:powershell.exe,geo:IR,asn:AS63793}",c2|recon|malware|lateral,Possible lateral movement,false
R01495,170.90.20.87,10.0.19.156,auth-panel.top,domain,1705384669,,92,42,TrickBot,"{host:SALES-PC09,user:guest,process:wscript.exe,geo:RU,asn:AS57134}",apt|ransomware|infostealer,Suspicious download observed,true
R01496,180.98.118.18,10.0.17.212,secure-login.cn,domain,1704249006,1705229664,73,85,Emotet,"{host:HR-PC17,user:admin,process:wscript.exe,geo:DE,asn:AS15945}",beacon|scanner,Automated detection alert,true
R01497,93.241.248.195,10.0.12.119,http://data-node.ru/stage.bin,url,1706009442,1706184435,43,91,CobaltStrike,"{host:DEV-LT07,user:guest,process:wscript.exe,geo:CN,asn:AS30713}",infostealer|email|beacon,Confirmed malicious beacon,false
R01498,59.171.143.74,10.0.18.151,bd2fb95fc4efb1dc30216b74db70d98d,md5,1704865702,1706799146,71,57,CobaltStrike,"{host:OPS-SRV03,user:asmith,process:chrome.exe,geo:DE,asn:AS24233}",c2|dropper|scanner|download,Requires further investigation,false
R01499,201.153.28.227,10.0.0.120,205.244.138.16,ip,1704103585,1704777690,48,96,Mirai,"{host:EDGE-GW01,user:jdoe,process:wscript.exe,geo:NL,asn:AS32735}",beacon|download,Requires further investigation,false
